Year;Title;Artist;Genre;Duration (seconds);Duration (min:sec);Release Date;Popularity;Acousticness;Danceability;Energy;Instrumentalness;Key;Loudness;Mode;Tempo;Time Signature;Valence
2011;Crew Love;Drake, The Weeknd;canadian hip hop, canadian pop, hip hop, pop rap, rap;208;3:28;2011-11-15;75;0.227;0.418;0.546;0.0;0.0;-9.057;0.0;160.152;4.0;0.294
2011;Born This Way;Lady Gaga;art pop, dance pop, pop;260;4:20;2011-01-01;71;0.00327;0.587;0.828;0.0;11.0;-5.108;1.0;123.907;4.0;0.494
2011;Wanted;Hunter Hayes;contemporary country, country, country road, modern country rock;228;3:48;2011;70;0.268;0.421;0.476;0.0;0.0;-7.692;1.0;169.784;4.0;0.3
2011;Cough Syrup;Young the Giant;indietronica, modern alternative rock, modern rock, pov: indie, stomp and holler;249;4:09;2011;72;0.0343;0.534;0.721;6.24e-06;11.0;-7.307;0.0;128.978;3.0;0.225
2011;Levels - Radio Edit;Avicii;edm, pop, pop dance;199;3:19;2011-10-28;82;0.0462;0.584;0.889;0.828;1.0;-5.941;0.0;126.04;4.0;0.464
2011;Hard Times;Tyler Childers;kentucky indie, kentucky roots, outlaw country;178;2:58;2011-10-11;70;0.934;0.597;0.172;7.45e-06;7.0;-13.641;1.0;133.23;3.0;0.4
2011;Ballad Of A Southern Man;Whiskey Myers;classic texas country, modern southern rock, red dirt;220;3:40;2011-04-26;70;0.432;0.605;0.53;0.0;7.0;-6.566;1.0;73.986;1.0;0.38
2011;Sail;AWOLNATION;la indie, modern alternative rock, modern rock, rock, stomp pop;259;4:19;2011-03-15;76;0.441;0.826;0.436;0.615;1.0;-9.583;1.0;119.051;4.0;0.272
2011;Look At Me Now (feat. Lil' Wayne & Busta Rhymes);Chris Brown, Lil Wayne, Busta Rhymes;pop rap, r&b, rap;222;3:42;2011-03-22;74;0.0339;0.767;0.677;5.51e-06;11.0;-6.128;0.0;146.155;4.0;0.538
2011;Where Have You Been;Rihanna;barbadian pop, pop, urban contemporary;242;4:02;2011-11-18;76;0.00201;0.719;0.847;0.0204;0.0;-6.34;0.0;127.963;4.0;0.444
2011;Practice;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;237;3:57;2011-11-15;72;0.574;0.446;0.239;7.76e-05;1.0;-15.327;1.0;104.675;4.0;0.31
2011;Mirror;Lil Wayne, Bruno Mars;hip hop, new orleans rap, pop rap, rap, trap;228;3:48;2011-08-29;76;0.858;0.328;0.622;0.0;5.0;-7.291;0.0;74.267;4.0;0.401
2011;Wicked Games - Original;The Weeknd;canadian contemporary r&b, canadian pop, pop;325;5:25;2011-03-21;71;0.0217;0.606;0.57;8.47e-06;9.0;-6.684;1.0;114.033;4.0;0.258
2011;Lotus Flower Bomb (feat. Miguel);Wale, Miguel;pop rap, r&b, rap, southern hip hop, trap;213;3:33;2011-10-28;69;0.611;0.512;0.598;0.0;9.0;-4.959;0.0;70.189;4.0;0.345
2011;Judas;Lady Gaga;art pop, dance pop, pop;249;4:09;2011-01-01;70;0.000967;0.661;0.937;1.59e-05;10.0;-3.83;0.0;131.001;4.0;0.535
2011;Keep Your Head Up;Andy Grammer;neo mellow, post-teen pop;189;3:09;2011-06-14;70;0.0469;0.674;0.778;0.0;0.0;-5.367;1.0;90.01;4.0;0.816
2011;How To Love;Lil Wayne;hip hop, new orleans rap, pop rap, rap, trap;240;4:00;2011-08-29;69;0.000177;0.644;0.661;5.23e-06;11.0;-6.093;1.0;153.992;4.0;0.272
2011;Money;The Drums;brooklyn indie, indie surf;233;3:53;2011-01-01;77;0.216;0.603;0.918;0.146;4.0;-6.652;0.0;102.473;4.0;0.452
2011;Doing It Wrong;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;265;4:25;2011-11-15;72;0.841;0.397;0.172;6.78e-05;6.0;-15.698;0.0;101.275;4.0;0.123
2011;House Of Balloons / Glass Table Girls - Original;The Weeknd;canadian contemporary r&b, canadian pop, pop;407;6:47;2011-03-21;72;0.00237;0.662;0.511;0.0036;0.0;-8.419;1.0;88.989;4.0;0.228
2011;If You Can't Hang;Sleeping With Sirens;neon pop punk, pop emo, pop punk, screamo;250;4:10;2011-05-10;71;0.00152;0.397;0.975;0.0;2.0;-3.532;0.0;192.021;4.0;0.451
2011;You Make Me Feel... (feat. Sabi);Cobra Starship, Sabi;neon pop punk, pop punk, post-teen pop;215;3:35;2011-08-29;72;0.0191;0.668;0.857;6.71e-06;7.0;-2.944;0.0;131.959;4.0;0.748
2011;Make Me Proud;Drake, Nicki Minaj;canadian hip hop, canadian pop, hip hop, pop rap, rap;219;3:39;2011-11-15;71;0.00268;0.684;0.486;0.000148;1.0;-10.155;1.0;131.913;4.0;0.355
2011;Ni**as In Paris;JAY-Z, Kanye West;east coast hip hop, gangster rap, hip hop, pop rap, rap;219;3:39;2011-08-08;76;0.127;0.789;0.858;0.0;1.0;-5.542;1.0;140.022;4.0;0.775
2011;What You Need - Original;The Weeknd;canadian contemporary r&b, canadian pop, pop;206;3:26;2011-03-21;71;0.505;0.638;0.335;0.0139;7.0;-10.522;0.0;133.853;4.0;0.0608
2011;Young, Wild & Free (feat. Bruno Mars);Snoop Dogg, Wiz Khalifa, Bruno Mars;g funk, gangster rap, hip hop, pop rap, rap, west coast rap;207;3:27;2011-12-12;70;0.0897;0.553;0.652;0.0;0.0;-6.685;1.0;94.505;4.0;0.551
2011;Even If It Breaks Your Heart;Eli Young Band;classic texas country, contemporary country, country, country road, heartland rock;220;3:40;2011-01-01;69;0.000159;0.495;0.527;0.0163;0.0;-4.742;1.0;208.067;4.0;0.574
2011;Can't Get Enough;J. Cole, Trey Songz;conscious hip hop, hip hop, north carolina hip hop, rap;225;3:45;2011-09-27;71;0.139;0.768;0.62;0.0;2.0;-7.399;1.0;132.035;4.0;0.589
2011;International Love (feat. Chris Brown);Pitbull, Chris Brown;dance pop, miami hip hop, pop;227;3:47;2011-06-17;78;0.0124;0.67;0.855;0.0;0.0;-3.035;0.0;120.05;4.0;0.648
2011;Who Says;Selena Gomez & The Scene;pop;195;3:15;2011-01-01;78;0.0843;0.682;0.927;0.0;4.0;-2.915;1.0;101.019;4.0;0.744
2011;Where Them Girls At (feat. Nicki Minaj & Flo Rida);David Guetta, Flo Rida, Nicki Minaj;big room, dance pop, edm, pop, pop dance;210;3:30;2011-08-24;68;0.0306;0.664;0.872;0.0;3.0;-3.117;1.0;129.873;4.0;0.555
2011;Here For A Good Time;George Strait;contemporary country, country, country road;180;3:00;2011-01-01;68;0.0858;0.596;0.768;6.23e-06;6.0;-6.753;1.0;127.93;4.0;0.532
2011;What the Hell;Avril Lavigne;canadian pop, candy pop, pop;220;3:40;2011-03-08;75;0.00472;0.578;0.926;0.0127;6.0;-3.689;0.0;149.976;4.0;0.877
2011;Drunk On You;Luke Bryan;contemporary country, country, country road;213;3:33;2011-01-01;69;0.178;0.558;0.872;0.0;9.0;-4.401;1.0;143.971;4.0;0.472
2011;Hot Wings (I Wanna Party);will.i.am, Jamie Foxx, Anne Hathaway;dance pop, pop;136;2:16;2011-01-01;68;0.00507;0.739;0.686;7.02e-06;6.0;-6.386;0.0;129.916;4.0;0.68
2011;Domino;Jessie J;dance pop, pop;231;3:51;2011-01-01;68;0.0115;0.757;0.547;0.0;7.0;-4.573;1.0;126.977;4.0;0.793
2011;Are You Gonna Kiss Me Or Not;Thompson Square;contemporary country, country, country dawn, country road;184;3:04;2011-02-08;68;0.039;0.485;0.701;0.0;8.0;-3.807;1.0;151.948;4.0;0.613
2011;Gold on the Ceiling;The Black Keys;alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock, roots rock;224;3:44;2011-12-06;73;0.00772;0.505;0.833;7.9e-05;0.0;-4.632;1.0;130.121;4.0;0.565
2011;The A Team;Ed Sheeran;pop, singer-songwriter pop, uk pop;258;4:18;2011-09-09;76;0.669;0.642;0.289;0.0;9.0;-9.918;1.0;84.996;4.0;0.407
2011;I'm Not A Vampire;Falling In Reverse;alternative metal, pop punk, rap metal;231;3:51;2011-07-26;70;0.00887;0.235;0.965;0.0;2.0;-2.882;0.0;185.278;4.0;0.322
2012;Money Trees;Kendrick Lamar, Jay Rock;conscious hip hop, hip hop, rap, west coast rap;386;6:26;2012;84;0.0703;0.716;0.531;0.0;7.0;-7.355;1.0;71.994;4.0;0.344
2012;Lost;Frank Ocean;lgbtq+ hip hop, neo soul;234;3:54;2012-07-10;85;0.0272;0.913;0.603;0.000503;8.0;-4.892;1.0;123.061;4.0;0.497
2012;Love Sosa;Chief Keef;chicago bop, chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap;246;4:06;2012-01-01;83;0.0361;0.772;0.413;0.0;0.0;-8.193;0.0;131.965;4.0;0.211
2012;Locked out of Heaven;Bruno Mars;dance pop, pop;233;3:53;2012-12-07;90;0.049;0.726;0.698;0.0;5.0;-4.165;1.0;143.994;4.0;0.867
2012;When I Was Your Man;Bruno Mars;dance pop, pop;213;3:33;2012-12-07;89;0.932;0.612;0.28;0.0;0.0;-8.648;1.0;72.795;4.0;0.387
2012;Everybody Talks;Neon Trees;modern rock, neo mellow, pop rock, pov: indie;177;2:57;2012-01-01;81;0.00301;0.471;0.924;0.0;8.0;-3.906;1.0;154.961;4.0;0.725
2012;Classic;MKTO;pop, post-teen pop;175;2:55;2012;83;0.0384;0.72;0.791;0.0;1.0;-4.689;1.0;102.071;4.0;0.756
2012;Thinkin Bout You;Frank Ocean;lgbtq+ hip hop, neo soul;200;3:20;2012-07-10;81;0.409;0.721;0.339;0.00153;0.0;-11.195;1.0;129.83;4.0;0.2
2012;Ho Hey;The Lumineers;folk-pop, modern rock, stomp and holler;163;2:43;2012-04-03;79;0.794;0.685;0.466;2.06e-06;0.0;-9.074;1.0;79.936;4.0;0.353
2012;My Kind of Woman;Mac DeMarco;edmonton indie, lo-fi indie, pov: indie;190;3:10;2012-10-16;82;0.00294;0.501;0.765;0.49;6.0;-7.063;0.0;91.771;4.0;0.46
2012;King For A Day;Pierce The Veil, Kellin Quinn;pop punk, screamo;236;3:56;2012-07-17;79;3.81e-05;0.403;0.965;0.000276;6.0;-2.238;1.0;112.363;4.0;0.431
2012;Demons;Imagine Dragons;modern rock, pop, rock;175;2:55;2012-09-04;77;0.19;0.505;0.71;0.00025;3.0;-3.015;1.0;89.938;4.0;0.428
2012;Dreams and Nightmares;Meek Mill;hip hop, philly rap, pop rap, rap, southern hip hop, trap;230;3:50;2012-10-26;77;0.468;0.631;0.774;0.0;11.0;-2.459;1.0;79.745;4.0;0.44
2012;Timber (feat. Ke$ha);Pitbull, Kesha;dance pop, miami hip hop, pop;204;3:24;2012;84;0.0295;0.581;0.963;0.0;11.0;-4.087;1.0;129.992;4.0;0.788
2012;Swimming Pools (Drank);Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;247;4:07;2012-01-01;80;0.00627;0.577;0.447;0.00022;8.0;-5.892;1.0;74.236;4.0;0.189
2012;What Makes You Beautiful;One Direction;boy band, pop, post-teen pop, talent show;199;3:19;2012-05-25;86;0.009;0.726;0.787;0.0;4.0;-2.494;1.0;124.99;4.0;0.888
2012;Call Me Maybe;Carly Rae Jepsen;canadian pop, dance pop, pop;193;3:13;2012-01-01;76;0.0114;0.783;0.58;2.28e-06;7.0;-6.548;1.0;120.021;4.0;0.66
2012;Summertime Sadness;Lana Del Rey;art pop, pop;264;4:24;2012-01-01;78;0.0477;0.566;0.647;0.0;1.0;-6.815;0.0;111.96;4.0;0.22
2012;We Are Young (feat. Janelle Monáe);fun., Janelle Monáe;baroque pop, metropopolis;250;4:10;2012-02-21;76;0.02;0.378;0.638;7.66e-05;10.0;-5.576;1.0;184.086;4.0;0.735
2012;Pyramids;Frank Ocean;lgbtq+ hip hop, neo soul;592;9:52;2012-07-10;79;0.0118;0.4;0.65;7.62e-05;5.0;-6.104;0.0;107.989;4.0;0.15
2012;Diamonds;Rihanna;barbadian pop, pop, urban contemporary;225;3:45;2012-01-01;77;0.00125;0.564;0.71;0.0;11.0;-4.92;0.0;91.972;4.0;0.393
2012;Let Her Go;Passenger;folk-pop, neo mellow;252;4:12;2012-08-28;77;0.365;0.479;0.545;0.0;7.0;-7.346;1.0;74.897;4.0;0.243
2012;Mary;Alex G;philly indie, pov: indie;197;3:17;2012-11-05;75;0.0497;0.693;0.467;0.452;4.0;-9.558;0.0;105.955;4.0;0.402
2012;Cruise;Florida Georgia Line;contemporary country, country, country pop, country road, modern country rock;208;3:28;2012-01-01;75;0.0191;0.457;0.948;0.0;10.0;-3.364;1.0;148.0;4.0;0.878
2012;Radioactive;Imagine Dragons;modern rock, pop, rock;186;3:06;2012-09-04;75;0.106;0.448;0.784;0.000108;9.0;-3.686;1.0;136.245;4.0;0.236
2012;Feel So Close - Radio Edit;Calvin Harris;dance pop, edm, electro house, house, pop, progressive house, uk dance;206;3:26;2012-10-29;83;0.000972;0.707;0.924;0.00703;7.0;-2.842;1.0;127.937;4.0;0.919
2012;Flowers in Your Hair;The Lumineers;folk-pop, modern rock, stomp and holler;109;1:49;2012-04-03;75;0.749;0.67;0.609;6.74e-05;7.0;-10.088;1.0;127.463;4.0;0.573
2012;Poetic Justice;Kendrick Lamar, Drake;conscious hip hop, hip hop, rap, west coast rap;300;5:00;2012;73;0.157;0.779;0.572;0.0;6.0;-9.985;0.0;135.956;4.0;0.647
2012;Die Young;Kesha;dance pop, pop;211;3:31;2012-11-30;80;0.00498;0.711;0.7;0.000125;1.0;-4.805;0.0;128.001;4.0;0.801
2012;Can't Hold Us (feat. Ray Dalton);Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton;pop rap, seattle hip hop;258;4:18;2012-10-09;85;0.0267;0.633;0.927;0.0;2.0;-4.468;1.0;146.097;4.0;0.88
2012;Bitch, Don’t Kill My Vibe;Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;310;5:10;2012;73;0.0152;0.587;0.698;0.0;1.0;-8.948;1.0;133.954;4.0;0.0985
2012;Radio;Lana Del Rey;art pop, pop;214;3:34;2012-01-01;76;0.215;0.42;0.837;2.96e-05;2.0;-5.24;1.0;75.043;4.0;0.196
2012;Breezeblocks;alt-J;indie rock, indietronica, modern alternative rock, modern rock, rock;227;3:47;2012-09-18;74;0.096;0.615;0.658;0.000911;5.0;-7.299;1.0;150.093;4.0;0.293
2012;Little Talks;Of Monsters and Men;folk-pop, metropopolis, modern rock, stomp and holler;266;4:26;2012-01-01;82;0.0206;0.457;0.757;0.0;1.0;-5.177;1.0;102.961;4.0;0.417
2012;Treasure;Bruno Mars;dance pop, pop;178;2:58;2012-12-07;83;0.0412;0.874;0.692;7.24e-05;5.0;-5.28;0.0;116.017;4.0;0.937
2012;Just Give Me a Reason (feat. Nate Ruess);P!nk, Nate Ruess;dance pop, pop;242;4:02;2012-09-18;84;0.346;0.778;0.547;0.000302;2.0;-7.273;1.0;95.002;4.0;0.441
2012;Sarah;Alex G;philly indie, pov: indie;176;2:56;2012-11-05;73;0.513;0.65;0.686;0.000189;4.0;-5.198;0.0;124.019;4.0;0.497
2012;Loveeeeeee Song;Rihanna, Future;barbadian pop, pop, urban contemporary;256;4:16;2012-12-11;73;0.508;0.71;0.598;0.0;5.0;-7.598;0.0;119.981;4.0;0.501
2012;Can't Hold Us (feat. Ray Dalton);Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton;pop rap, seattle hip hop;258;4:18;2012-10-09;83;0.0291;0.641;0.922;0.0;2.0;-4.457;1.0;146.078;4.0;0.847
2012;Radio;Lana Del Rey;art pop, pop;214;3:34;2012-11-12;74;0.188;0.423;0.857;2.63e-05;2.0;-5.173;1.0;75.024;4.0;0.196
2012;Covet;Basement;alternative emo, dreamo, emo;227;3:47;2012-10-23;76;0.00139;0.428;0.799;0.0742;4.0;-6.265;1.0;139.052;4.0;0.228
2012;Super Rich Kids;Frank Ocean, Earl Sweatshirt;lgbtq+ hip hop, neo soul;304;5:04;2012-07-10;76;0.219;0.739;0.419;0.0;3.0;-8.241;0.0;60.493;4.0;0.58
2012;Keep The Wolves Away;Uncle Lucius;classic texas country, modern southern rock, roots rock;275;4:35;2012-08-28;74;0.52;0.682;0.351;0.00059;1.0;-10.276;0.0;122.207;4.0;0.144
2012;Stay;Rihanna, Mikky Ekko;barbadian pop, pop, urban contemporary;240;4:00;2012-01-01;74;0.945;0.621;0.31;6.12e-05;9.0;-10.164;0.0;111.893;4.0;0.125
2012;Beauty And A Beat;Justin Bieber, Nicki Minaj;canadian pop, pop;227;3:47;2012-06-15;83;0.000688;0.602;0.843;5.27e-05;0.0;-4.831;1.0;128.003;4.0;0.526
2012;Don't You Worry Child - Radio Edit;Swedish House Mafia, John Martin;edm, pop dance, progressive electro house;212;3:32;2012-09-14;84;0.112;0.612;0.84;0.0;11.0;-3.145;0.0;129.042;4.0;0.438
2012;Freaking Out the Neighborhood;Mac DeMarco;edmonton indie, lo-fi indie, pov: indie;173;2:53;2012-10-16;77;0.0638;0.565;0.832;0.0288;8.0;-5.751;0.0;143.303;4.0;0.847
2012;Drive By;Train;dance pop, neo mellow, pop, pop rock;195;3:15;2012-04-17;80;0.00107;0.765;0.837;1.06e-05;1.0;-3.113;0.0;122.028;4.0;0.721
2012;Stubborn Love;The Lumineers;folk-pop, modern rock, stomp and holler;279;4:39;2012-04-03;73;0.607;0.598;0.56;0.0432;0.0;-11.679;1.0;115.01;4.0;0.221
2012;A Match Into Water;Pierce The Veil;pop punk, screamo;212;3:32;2012-07-17;75;0.0002;0.371;0.979;3.67e-06;1.0;-2.701;1.0;196.058;4.0;0.473
2012;Feel This Moment (feat. Christina Aguilera);Pitbull, Christina Aguilera;dance pop, miami hip hop, pop;229;3:49;2012;80;0.039;0.673;0.758;0.0;7.0;-3.632;1.0;135.956;4.0;0.542
2012;Wild Ones (feat. Sia);Flo Rida, Sia;dance pop, miami hip hop, pop, pop rap;232;3:52;2012-06-22;80;0.0991;0.608;0.86;0.0;5.0;-5.324;0.0;127.075;4.0;0.437
2012;Clarity;Zedd, Foxes;complextro, edm, german techno, pop, pop dance;271;4:31;2012-01-01;77;0.0398;0.509;0.781;0.0;8.0;-3.48;1.0;128.0;4.0;0.176
2012;Hall of Fame (feat. will.i.am);The Script, will.i.am;celtic rock, pop;202;3:22;2012-09-10;71;0.0654;0.421;0.873;0.0;10.0;-4.343;1.0;84.786;4.0;0.629
2012;Beauty And A Beat;Justin Bieber, Nicki Minaj;canadian pop, pop;227;3:47;2012-01-01;80;0.000704;0.601;0.843;5.27e-05;0.0;-4.87;1.0;128.002;4.0;0.534
2012;I Will Wait;Mumford & Sons;modern folk rock, modern rock, neo mellow, stomp and holler, uk americana;276;4:36;2012-09-25;72;0.00974;0.478;0.758;0.00717;1.0;-5.4;1.0;131.109;4.0;0.452
2012;It's Five O'Clock Somewhere;Alan Jackson, Jimmy Buffett;country;230;3:50;2012-10-09;71;0.22;0.713;0.768;0.0;2.0;-6.702;1.0;125.203;4.0;0.878
2012;Rosemary;Deftones;alternative metal, nu metal, rap metal, rock, sacramento indie;413;6:53;2012-11-09;75;0.0185;0.285;0.613;0.1;5.0;-6.412;1.0;126.628;4.0;0.0772
2012;I Knew You Were Trouble.;Taylor Swift;pop;219;3:39;2012-10-22;81;0.00454;0.622;0.469;2.25e-06;3.0;-6.798;0.0;77.019;4.0;0.679
2012;Diet Mountain Dew;Lana Del Rey;art pop, pop;222;3:42;2012-01-01;73;0.284;0.442;0.68;0.0;10.0;-5.971;0.0;176.09;4.0;0.601
2012;Summertime Sadness;Lana Del Rey;art pop, pop;265;4:25;2012-11-12;72;0.0542;0.565;0.654;1.8e-06;1.0;-6.826;0.0;111.968;4.0;0.235
2012;One More Night;Maroon 5;pop;219;3:39;2012-01-01;73;0.0444;0.718;0.82;0.0;5.0;-3.453;0.0;92.998;4.0;0.613
2012;Hate Bein' Sober;Chief Keef, 50 Cent, Wiz Khalifa;chicago bop, chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap;280;4:40;2012-01-01;76;0.00435;0.82;0.47;0.0;8.0;-7.181;1.0;132.003;4.0;0.313
2012;Genesis;Grimes;art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop;255;4:15;2012-02-21;70;0.0764;0.611;0.677;0.0698;10.0;-6.745;0.0;166.04;4.0;0.233
2012;Swimming Pools (Drank) - Extended Version;Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;313;5:13;2012;71;0.123;0.716;0.485;2.69e-05;1.0;-7.745;1.0;74.132;4.0;0.26
2012;Payphone;Maroon 5, Wiz Khalifa;pop;231;3:51;2012-01-01;73;0.0136;0.739;0.756;0.0;4.0;-4.828;1.0;110.028;4.0;0.523
2012;I Don't Like;Chief Keef, Lil Reese;chicago bop, chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap;293;4:53;2012-01-01;75;0.000634;0.742;0.844;0.0;2.0;-4.622;1.0;131.986;4.0;0.416
2012;Bubblegum Bitch;MARINA;metropopolis, pop, pov: indie, uk alternative pop;154;2:34;2012-04-30;78;0.000219;0.495;0.856;0.0;0.0;-5.123;0.0;158.024;4.0;0.609
2012;Adorn;Miguel;r&b;193;3:13;2012-09-28;71;0.0543;0.625;0.576;4.07e-05;11.0;-5.693;0.0;179.063;4.0;0.235
2012;Good Time;Owl City, Carly Rae Jepsen;indietronica, pop;205;3:25;2012-01-01;80;0.0239;0.56;0.872;6.98e-06;3.0;-4.269;1.0;126.05;4.0;0.682
2012;Pink Matter;Frank Ocean, André 3000;lgbtq+ hip hop, neo soul;268;4:28;2012-07-10;74;0.951;0.392;0.233;0.000322;11.0;-11.012;0.0;176.569;3.0;0.494
2012;Girl on Fire;Alicia Keys;neo soul, pop, r&b;224;3:44;2012-11-18;80;0.135;0.482;0.706;0.00106;9.0;-5.762;1.0;92.513;4.0;0.144
2012;16 Mirrors;Alex G;philly indie, pov: indie;87;1:27;2012-11-05;71;0.638;0.564;0.3;0.0022;2.0;-7.349;1.0;121.888;4.0;0.0487
2012;Feels Like We Only Go Backwards;Tame Impala;australian psych, modern rock, neo-psychedelic, rock;192;3:12;2012-01-01;77;0.0277;0.303;0.9;0.635;2.0;-2.352;0.0;149.508;4.0;0.491
2012;On Top Of The World;Imagine Dragons;modern rock, pop, rock;189;3:09;2012-09-04;71;0.0893;0.635;0.926;4.53e-06;0.0;-5.589;1.0;100.048;4.0;0.761
2012;Thrift Shop (feat. Wanz);Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz;pop rap, seattle hip hop;235;3:55;2012-10-09;81;0.0633;0.781;0.526;0.0;6.0;-6.986;0.0;94.993;4.0;0.665
2012;Pour It Up;Rihanna;barbadian pop, pop, urban contemporary;161;2:41;2012-12-11;71;0.0254;0.785;0.478;0.0;2.0;-8.735;1.0;134.002;4.0;0.39
2012;Skyfall;Adele;british soul, pop, pop soul, uk pop;286;4:46;2012-10-04;83;0.417;0.346;0.552;0.0;0.0;-6.864;0.0;75.881;4.0;0.0789
2012;Some Nights;fun.;baroque pop, metropopolis;277;4:37;2012-02-21;71;0.0178;0.672;0.738;6.75e-05;0.0;-7.045;1.0;107.938;4.0;0.392
2012;Mercy;Kanye West, Big Sean, Pusha T, 2 Chainz;chicago rap, hip hop, rap;329;5:29;2012-01-01;74;0.0685;0.563;0.496;5.8e-05;6.0;-9.381;0.0;139.993;4.0;0.426
2012;Hard To Love;Lee Brice;contemporary country, country, country road, modern country rock;224;3:44;2012-04-24;71;0.0119;0.638;0.722;0.00808;9.0;-6.177;1.0;103.017;4.0;0.469
2012;Home;Phillip Phillips;folk-pop, neo mellow, pop rock;210;3:30;2012-01-01;73;0.0256;0.606;0.826;1.56e-05;0.0;-6.04;1.0;121.04;4.0;0.322
2012;m.A.A.d city;Kendrick Lamar, MC Eiht;conscious hip hop, hip hop, rap, west coast rap;350;5:50;2012;70;0.0538;0.487;0.729;4.07e-06;2.0;-6.815;1.0;91.048;4.0;0.217
2012;Good Feeling;Flo Rida;dance pop, miami hip hop, pop, pop rap;248;4:08;2012-06-22;79;0.0588;0.706;0.89;0.00286;1.0;-4.444;0.0;128.011;4.0;0.684
2012;Advice;Alex G;philly indie, pov: indie;157;2:37;2012-11-05;69;0.000183;0.356;0.611;0.867;10.0;-5.71;1.0;170.069;4.0;0.272
2012;Oblivion;Grimes;art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop;251;4:11;2012-02-21;69;0.115;0.697;0.529;0.896;2.0;-8.838;1.0;155.974;4.0;0.486
2012;Bitch, Don’t Kill My Vibe;Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;310;5:10;2012;69;0.0152;0.587;0.698;0.0;1.0;-8.948;1.0;133.954;4.0;0.0985
2012;Backseat Freestyle;Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;212;3:32;2012;69;0.000739;0.546;0.651;0.0;1.0;-7.601;1.0;77.878;4.0;0.646
2012;I Won't Give Up;Jason Mraz;acoustic pop, dance pop, neo mellow, pop;240;4:00;2012-04-13;73;0.694;0.483;0.303;0.0;4.0;-10.058;1.0;133.406;3.0;0.139
2012;Labyrinth;Miracle Musical, Shane MauX, KAYE;pov: indie;152;2:32;2012-12-12;75;0.0214;0.496;0.803;0.000734;1.0;-6.234;1.0;126.885;5.0;0.318
2012;Bulls In The Bronx;Pierce The Veil;pop punk, screamo;267;4:27;2012-07-17;71;0.000394;0.472;0.925;0.000528;6.0;-3.545;0.0;159.989;4.0;0.338
2012;Whistle;Flo Rida;dance pop, miami hip hop, pop, pop rap;224;3:44;2012-06-22;80;0.0208;0.747;0.937;0.0;0.0;-5.746;1.0;103.976;4.0;0.739
2012;Mine All Mine;Kolton Moore & the Clever Few;red dirt;181;3:01;2012;70;0.56;0.534;0.336;0.0;8.0;-10.038;1.0;149.671;4.0;0.354
2012;Liquid Smooth;Mitski;brooklyn indie, pov: indie;169;2:49;2012-01-31;74;0.838;0.424;0.342;0.0;7.0;-9.469;0.0;76.235;4.0;0.124
2012;Dream Sweet in Sea Major;Miracle Musical;pov: indie;420;7:00;2012-12-12;72;0.919;0.341;0.426;0.0673;0.0;-11.194;1.0;169.986;4.0;0.187
2012;Somethin' 'Bout A Truck;Kip Moore;contemporary country, country, country road, modern country rock;213;3:33;2012-01-01;70;0.0697;0.554;0.794;0.0;11.0;-5.417;1.0;176.01;4.0;0.79
2012;Video Games;Lana Del Rey;art pop, pop;281;4:41;2012-11-12;70;0.811;0.236;0.249;1e-06;6.0;-9.595;0.0;72.847;5.0;0.181
2012;Rack City;Tyga;hip hop, pop rap, rap, trap;203;3:23;2012-01-01;69;0.0373;0.929;0.339;1.96e-05;1.0;-10.881;1.0;98.986;4.0;0.273
2012;m.A.A.d city;Kendrick Lamar, MC Eiht;conscious hip hop, hip hop, rap, west coast rap;350;5:50;2012;69;0.0538;0.487;0.729;4.07e-06;2.0;-6.815;1.0;91.048;4.0;0.217
2012;We Are Never Ever Getting Back Together;Taylor Swift;pop;193;3:13;2012-10-22;78;0.00957;0.628;0.676;2.65e-05;7.0;-5.911;1.0;85.984;4.0;0.75
2013;Sweater Weather;The Neighbourhood;modern alternative rock, modern rock, pop;240;4:00;2013-04-19;91;0.0495;0.612;0.807;0.0177;10.0;-2.81;1.0;124.053;4.0;0.398
2013;I Wanna Be Yours;Arctic Monkeys;garage rock, modern rock, permanent wave, rock, sheffield indie;183;3:03;2013-09-09;94;0.136;0.464;0.417;0.022;0.0;-9.345;0.0;67.528;4.0;0.479
2013;Break from Toronto;PARTYNEXTDOOR;r&b, rap, urban contemporary;99;1:39;2013-07-01;86;0.0199;0.595;0.678;0.00389;9.0;-5.18;1.0;117.067;4.0;0.259
